"ImageScalars","FlowMap:0","FlowMap:1","FlowMap:2","FTLE","seeded","Result_X"
0,5.9388,1.875,0.5,-9.5347e-08,1,0.056012
0,6.1429,1.875,0.5,-9.5347e-08,1,0.76122
0,6.3469,1.875,0.5,1.775,1,1.9998
0,8.551,1.875,0.5,1.775,1,0.5659
0,8.7551,1.875,0.5,-9.5347e-08,1,0.49724
0,8.9592,1.875,0.5,-9.5347e-08,1,1.9726
0,9.1633,1.875,0.5,-9.5347e-08,1,0.082027
0,9.3673,1.875,0.5,1.361,1,1.6341
0,7.5714,1.875,0.5,1.361,1,0.63144
0,7.7755,1.875,0.5,-9.5347e-08,1,1.2325
0,7.9796,1.875,0.5,6.9142e-07,1,0.74449
0,8.1837,1.875,0.5,6.9142e-07,1,1.4338
0,8.3878,1.875,0.5,1.775,1,0.2787
0,10.592,1.875,0.5,1.775,1,1.971
0,10.796,1.875,0.5,-9.5347e-08,1,0.098933
4.1319e-20,11,1.875,0.5,-9.5347e-08,1,1.2624
0,0,2.0833,0.5,1.775,1,1.2624
0,1.2041,2.0833,0.5,1.2384,1,0.098933
0,1.4082,2.0833,0.5,1.9058e-07,1,1.971
0,1.6122,2.0833,0.5,1.9058e-07,1,0.2787
0,1.8163,2.0833,0.5,1.9049e-07,1,1.4338
0,2.0204,2.0833,0.5,1.9058e-07,1,0.74449
0,2.2245,2.0833,0.5,1.9049e-07,1,1.2325
0,2.4286,2.0833,0.5,1.9049e-07,1,0.63144
0,2.6327,2.0833,0.5,1.9049e-07,1,1.6341
0,2.8367,2.0833,0.5,1.361,1,0.082027
0,1.0408,2.0833,0.5,1.361,1,1.9726
0,1.2449,2.0833,0.5,1.9049e-07,1,0.49724
0,1.449,2.0833,0.5,1.9049e-07,1,0.5659
0,1.6531,2.0833,0.5,1.9058e-07,1,1.9998
0,1.8571,2.0833,0.5,1.9058e-07,1,0.76122
0,2.0612,2.0833,0.5,3.9935e-07,1,0.056012
0,2.2653,2.0833,0.5,1.775,1,1.2618
0,4.4694,2.0833,0.5,1.775,1,1.9996
0,4.6735,2.0833,0.5,6.9131e-07,1,1.3689
0,4.8776,2.0833,0.5,1.9073e-07,1,0.41749
0,5.0816,2.0833,0.5,1.9073e-07,1,0.0067206
0,5.2857,2.0833,0.5,1.361,1,0.14768
0,3.4898,2.0833,0.5,1.361,1,0.50259
0,3.6939,2.0833,0.5,1.9049e-07,1,0.81367
0,3.898,2.0833,0.5,1.9049e-07,1,0.97918
0,4.102,2.0833,0.5,1.9073e-07,1,0.97918
0,4.3061,2.0833,0.5,1.775,1,0.81367
0,6.5102,2.0833,0.5,1.775,1,0.50259
0,6.7143,2.0833,0.5,1.9073e-07,1,0.14768
0,6.9184,2.0833,0.5,1.9073e-07,1,0.0067206
0,7.1224,2.0833,0.5,1.9073e-07,1,0.41749
0,7.3265,2.0833,0.5,1.361,1,1.3689
0,5.5306,2.0833,0.5,1.361,1,1.9996
0,5.7347,2.0833,0.5,1.9073e-07,1,1.2618
0,5.9388,2.0833,0.5,1.9073e-07,1,0.056012
0,6.1429,2.0833,0.5,1.9073e-07,1,0.76122
0,6.3469,2.0833,0.5,1.775,1,1.9998
0,8.551,2.0833,0.5,1.775,1,0.5659
0,8.7551,2.0833,0.5,1.9073e-07,1,0.49724
0,8.9592,2.0833,0.5,1.9073e-07,1,1.9726
0,9.1633,2.0833,0.5,1.9073e-07,1,0.082027
0,9.3673,2.0833,0.5,1.361,1,1.6341
0,7.5714,2.0833,0.5,1.361,1,0.63144
0,7.7755,2.0833,0.5,1.9073e-07,1,1.2325
0,7.9796,2.0833,0.5,6.9131e-07,1,0.74449
0,8.1837,2.0833,0.5,6.9131e-07,1,1.4338
0,8.3878,2.0833,0.5,1.775,1,0.2787
0,10.592,2.0833,0.5,1.775,1,1.971
0,10.796,2.0833,0.5,1.9073e-07,1,0.098933
4.2424e+237,11,2.0833,0.5,1.9073e-07,1,1.2624
0,0,2.2917,0.5,1.775,1,1.2624
0,1.2041,2.2917,0.5,1.4522,1,0.098933
0,1.4082,2.2917,0.5,1.0319,1,1.971
0,1.6122,2.2917,0.5,1.0319,1,0.2787
0,1.8163,2.2917,0.5,1.0319,1,1.4338
0,2.0204,2.2917,0.5,1.9058e-07,1,0.74449
0,2.2245,2.2917,0.5,1.6285,1,1.2325
0,2.4286,2.2917,0.5,1.6285,1,0.63144
0,2.6327,2.2917,0.5,1.6285,1,1.6341
0,2.8367,2.2917,0.5,1.8424,1,0.082027
0,1.0408,2.2917,0.5,1.5341,1,1.9726
0,1.2449,2.2917,0.5,1.0319,1,0.49724
0,1.449,2.2917,0.5,1.0319,1,0.5659
0,1.6531,2.2917,0.5,1.0319,1,1.9998
0,1.8571,2.2917,0.5,1.0319,1,0.76122
0,2.0612,2.2917,0.5,1.6285,1,0.056012
0,2.2653,2.2917,0.5,1.8563,1,1.2618
0,4.4694,2.2917,0.5,1.8563,1,1.9996
0,4.6735,2.2917,0.5,1.0319,1,1.3689
0,4.8776,2.2917,0.5,1.0319,1,0.41749
0,5.0816,2.2917,0.5,1.6285,1,0.0067206
0,5.2857,2.2917,0.5,1.5341,1,0.14768
0,3.4898,2.2917,0.5,1.5341,1,0.50259
0,3.6939,2.2917,0.5,1.0319,1,0.81367
0,3.898,2.2917,0.5,1.0319,1,0.97918
0,4.102,2.2917,0.5,1.6285,1,0.97918
0,4.3061,2.2917,0.5,1.8563,1,0.81367
0,6.5102,2.2917,0.5,1.8563,1,0.50259
0,6.7143,2.2917,0.5,1.0319,1,0.14768
0,6.9184,2.2917,0.5,1.0319,1,0.0067206
0,7.1224,2.2917,0.5,1.9073e-07,1,0.41749
0,7.3265,2.2917,0.5,1.5341,1,1.3689
0,5.5306,2.2917,0.5,1.5341,1,1.9996
0,5.7347,2.2917,0.5,1.0319,1,1.2618
0,5.9388,2.2917,0.5,1.0319,1,0.056012
0,6.1429,2.2917,0.5,1.0319,1,0.76122
0,6.3469,2.2917,0.5,1.8563,1,1.9998
0,8.551,2.2917,0.5,1.8563,1,0.5659
0,8.7551,2.2917,0.5,1.0319,1,0.49724
0,8.9592,2.2917,0.5,1.0319,1,1.9726
0,9.1633,2.2917,0.5,1.0319,1,0.082027
0,9.3673,2.2917,0.5,1.5341,1,1.6341
0,7.5714,2.2917,0.5,1.5341,1,0.63144
0,7.7755,2.2917,0.5,1.0319,1,1.2325
0,7.9796,2.2917,0.5,1.0319,1,0.74449
0,8.1837,2.2917,0.5,1.6285,1,1.4338
0,8.3878,2.2917,0.5,1.8563,1,0.2787
0,10.592,2.2917,0.5,1.8563,1,1.971
0,10.796,2.2917,0.5,1.0319,1,0.098933
6.4681e+170,11,2.2917,0.5,1.0319,1,1.2624
0,0,2.5,0.5,3.4351e-08,1,1.2624
0,0.20408,2.5,0.5,1.6285,1,0.098933
0,0.40816,2.5,0.5,1.6285,1,1.971
0,0.61224,2.5,0.5,1.6285,1,0.2787
0,0.81633,2.5,0.5,1.7998,1,1.4338
0,2.0204,2.5,0.5,1.6486,1,0.74449
0,0.22449,2.5,0.5,1.8424,1,1.2325
0,0.42857,2.5,0.5,1.6285,1,0.63144
0,0.63265,2.5,0.5,1.6285,1,1.6341
0,0.83673,2.5,0.5,1.7998,1,0.082027
0,2.0408,2.5,0.5,1.7998,1,1.9726
0,2.2449,2.5,0.5,1.6285,1,0.49724
0,2.449,2.5,0.5,1.6285,1,0.5659
0,2.6531,2.5,0.5,1.6285,1,1.9998
0,2.8571,2.5,0.5,1.7998,1,0.76122
0,4.0612,2.5,0.5,1.6285,1,0.056012
0,3.2653,2.5,0.5,1.6486,1,1.2618
0,3.4694,2.5,0.5,1.6285,1,1.9996
0,3.6735,2.5,0.5,1.6285,1,1.3689
0,3.8776,2.5,0.5,1.6486,1,0.41749
0,3.0816,2.5,0.5,1.6285,1,0.0067206
0,4.2857,2.5,0.5,1.7998,1,0.14768
0,4.4898,2.5,0.5,1.6285,1,0.50259
0,4.6939,2.5,0.5,1.6285,1,0.81367
0,4.898,2.5,0.5,1.7998,1,0.97918
0,6.102,2.5,0.5,1.6285,1,0.97918
0,5.3061,2.5,0.5,1.6486,1,0.81367
0,5.5102,2.5,0.5,1.6285,1,0.50259
0,5.7143,2.5,0.5,1.6285,1,0.14768
0,5.9184,2.5,0.5,1.7998,1,0.0067206
0,7.1224,2.5,0.5,1.6285,1,0.41749
0,6.3265,2.5,0.5,1.6486,1,1.3689
0,6.5306,2.5,0.5,1.6285,1,1.9996
0,6.7347,2.5,0.5,1.6285,1,1.2618
0,6.9388,2.5,0.5,1.6285,1,0.056012
0,7.1429,2.5,0.5,1.6285,1,0.76122
0,7.3469,2.5,0.5,1.6285,1,1.9998
0,7.551,2.5,0.5,1.6285,1,0.5659
0,7.7551,2.5,0.5,1.6285,1,0.49724
0,7.9592,2.5,0.5,1.6285,1,1.9726
0,8.1633,2.5,0.5,1.6285,1,0.082027
0,8.3673,2.5,0.5,1.6285,1,1.6341
0,8.5714,2.5,0.5,1.6285,1,0.63144
0,8.7755,2.5,0.5,1.6285,1,1.2325
0,8.9796,2.5,0.5,1.7998,1,0.74449
0,10.184,2.5,0.5,1.6285,1,1.4338
0,9.3878,2.5,0.5,1.6486,1,0.2787
0,9.5918,2.5,0.5,1.6285,1,1.971
0,9.7959,2.5,0.5,1.6285,1,0.098933
0,10,2.5,0.5,1.6285,1,1.2624
0,0,2.7083,0.5,1.361,1,1.2624
0,-0.79592,2.7083,0.5,1.0912,1,0.098933
0,-0.59184,2.7083,0.5,1.0319,1,1.971
0,-0.38776,2.7083,0.5,1.0319,1,0.2787
0,-0.18367,2.7083,0.5,1.0319,1,1.4338
0,0.020408,2.7083,0.5,1.6285,1,0.74449
0,0.22449,2.7083,0.5,1.905e-07,1,1.2325
0,0.42857,2.7083,0.5,1.9111e-07,1,0.63144
0,0.63265,2.7083,0.5,1.9029e-07,1,1.6341
0,0.83673,2.7083,0.5,1.775,1,0.082027
0,3.0408,2.7083,0.5,1.8563,1,1.9726
0,3.2449,2.7083,0.5,1.0319,1,0.49724
0,3.449,2.7083,0.5,1.0319,1,0.5659
0,3.6531,2.7083,0.5,1.0319,1,1.9998
0,3.8571,2.7083,0.5,1.0319,1,0.76122
0,4.0612,2.7083,0.5,1.9073e-07,1,0.056012
0,4.2653,2.7083,0.5,1.5341,1,1.2618
0,2.4694,2.7083,0.5,1.5341,1,1.9996
0,2.6735,2.7083,0.5,1.0319,1,1.3689
0,2.8776,2.7083,0.5,1.0319,1,0.41749
0,3.0816,2.7083,0.5,1.9049e-07,1,0.0067206
0,3.2857,2.7083,0.5,1.8563,1,0.14768
0,5.4898,2.7083,0.5,1.8563,1,0.50259
0,5.6939,2.7083,0.5,1.0319,1,0.81367
0,5.898,2.7083,0.5,1.0319,1,0.97918
0,6.102,2.7083,0.5,1.9073e-07,1,0.97918
0,6.3061,2.7083,0.5,1.5341,1,0.81367
0,4.5102,2.7083,0.5,1.5341,1,0.50259
0,4.7143,2.7083,0.5,1.0319,1,0.14768
0,4.9184,2.7083,0.5,1.0319,1,0.0067206
0,5.1224,2.7083,0.5,1.6285,1,0.41749
0,5.3265,2.7083,0.5,1.8563,1,1.3689
0,7.5306,2.7083,0.5,1.8563,1,1.9996
0,7.7347,2.7083,0.5,1.0319,1,1.2618
0,7.9388,2.7083,0.5,1.0319,1,0.056012
0,8.1429,2.7083,0.5,1.0319,1,0.76122
0,8.3469,2.7083,0.5,1.5341,1,1.9998
0,6.551,2.7083,0.5,1.5341,1,0.5659
0,6.7551,2.7083,0.5,1.0319,1,0.49724
0,6.9592,2.7083,0.5,1.0319,1,1.9726
0,7.1633,2.7083,0.5,1.0319,1,0.082027
0,7.3673,2.7083,0.5,1.8563,1,1.6341
0,9.5714,2.7083,0.5,1.8563,1,0.63144
0,9.7755,2.7083,0.5,1.0319,1,1.2325
0,9.9796,2.7083,0.5,1.0319,1,0.74449
0,10.184,2.7083,0.5,1.8597e-06,1,1.4338
0,10.388,2.7083,0.5,1.5341,1,0.2787
0,8.5918,2.7083,0.5,1.5341,1,1.971
0,8.7959,2.7083,0.5,1.0319,1,0.098933
-1.583e+223,9,2.7083,0.5,1.0319,1,1.2624
0,0,2.9167,0.5,1.361,1,1.2624
0,-0.79592,2.9167,0.5,0.37156,1,0.098933
0,-0.59184,2.9167,0.5,1.907e-07,1,1.971
0,-0.38776,2.9167,0.5,1.9029e-07,1,0.2787
0,-0.18367,2.9167,0.5,1.9091e-07,1,1.4338
0,0.020408,2.9167,0.5,1.9111e-07,1,0.74449
0,0.22449,2.9167,0.5,1.905e-07,1,1.2325
0,0.42857,2.9167,0.5,1.9111e-07,1,0.63144
0,0.63265,2.9167,0.5,1.9029e-07,1,1.6341
0,0.83673,2.9167,0.5,1.775,1,0.082027
0,3.0408,2.9167,0.5,1.775,1,1.9726
0,3.2449,2.9167,0.5,1.9049e-07,1,0.49724
0,3.449,2.9167,0.5,1.9049e-07,1,0.5659
0,3.6531,2.9167,0.5,1.9049e-07,1,1.9998
0,3.8571,2.9167,0.5,1.9049e-07,1,0.76122
0,4.0612,2.9167,0.5,1.9073e-07,1,0.056012
0,4.2653,2.9167,0.5,1.361,1,1.2618
0,2.4694,2.9167,0.5,1.361,1,1.9996
0,2.6735,2.9167,0.5,1.9049e-07,1,1.3689
0,2.8776,2.9167,0.5,1.9049e-07,1,0.41749
0,3.0816,2.9167,0.5,1.9049e-07,1,0.0067206
0,3.2857,2.9167,0.5,1.775,1,0.14768
0,5.4898,2.9167,0.5,1.775,1,0.50259
0,5.6939,2.9167,0.5,6.9131e-07,1,0.81367
0,5.898,2.9167,0.5,1.9073e-07,1,0.97918
0,6.102,2.9167,0.5,1.9073e-07,1,0.97918
0,6.3061,2.9167,0.5,1.361,1,0.81367
0,4.5102,2.9167,0.5,1.361,1,0.50259
0,4.7143,2.9167,0.5,1.9073e-07,1,0.14768
0,4.9184,2.9167,0.5,1.9073e-07,1,0.0067206
0,5.1224,2.9167,0.5,1.9073e-07,1,0.41749
0,5.3265,2.9167,0.5,1.775,1,1.3689
0,7.5306,2.9167,0.5,1.775,1,1.9996
0,7.7347,2.9167,0.5,1.9073e-07,1,1.2618
0,7.9388,2.9167,0.5,6.9131e-07,1,0.056012
0,8.1429,2.9167,0.5,6.9131e-07,1,0.76122
0,8.3469,2.9167,0.5,1.361,1,1.9998
0,6.551,2.9167,0.5,1.361,1,0.5659
0,6.7551,2.9167,0.5,1.9073e-07,1,0.49724
0,6.9592,2.9167,0.5,1.9073e-07,1,1.9726
0,7.1633,2.9167,0.5,1.9073e-07,1,0.082027
0,7.3673,2.9167,0.5,1.775,1,1.6341
0,9.5714,2.9167,0.5,1.775,1,0.63144
0,9.7755,2.9167,0.5,1.9073e-07,1,1.2325
0,9.9796,2.9167,0.5,1.8597e-06,1,0.74449
0,10.184,2.9167,0.5,1.8597e-06,1,1.4338
0,10.388,2.9167,0.5,1.361,1,0.2787
0,8.5918,2.9167,0.5,1.361,1,1.971
0,8.7959,2.9167,0.5,1.9073e-07,1,0.098933
5.792e+107,9,2.9167,0.5,1.9073e-07,1,1.2624
0,0,3.125,0.5,1.361,1,1.2624
0,-0.79592,3.125,0.5,0.37156,1,0.098933
0,-0.59184,3.125,0.5,-3.8824e-08,1,1.971
0,-0.38776,3.125,0.5,3.4351e-08,1,0.2787
0,-0.18367,3.125,0.5,-1.6044e-08,1,1.4338
0,0.020408,3.125,0.5,-2.1916e-09,1,0.74449
0,0.22449,3.125,0.5,1.1482e-08,1,1.2325
0,0.42857,3.125,0.5,-2.1916e-09,1,0.63144
0,0.63265,3.125,0.5,3.4351e-08,1,1.6341
0,0.83673,3.125,0.5,1.775,1,0.082027
0,3.0408,3.125,0.5,1.775,1,1.9726
0,3.2449,3.125,0.5,1.0725e-07,1,0.49724
0,3.449,3.125,0.5,1.0725e-07,1,0.5659
0,3.6531,3.125,0.5,1.0725e-07,1,1.9998
0,3.8571,3.125,0.5,1.0725e-07,1,0.76122
0,4.0612,3.125,0.5,-3.8174e-07,1,0.056012
0,4.2653,3.125,0.5,1.361,1,1.2618
0,2.4694,3.125,0.5,1.361,1,1.9996
0,2.6735,3.125,0.5,1.0725e-07,1,1.3689
0,2.8776,3.125,0.5,1.0725e-07,1,0.41749
0,3.0816,3.125,0.5,1.0725e-07,1,0.0067206
0,3.2857,3.125,0.5,1.775,1,0.14768
0,5.4898,3.125,0.5,1.775,1,0.50259
0,5.6939,3.125,0.5,6.9147e-07,1,0.81367
0,5.898,3.125,0.5,-3.8174e-07,1,0.97918
0,6.102,3.125,0.5,-3.8174e-07,1,0.97918
0,6.3061,3.125,0.5,1.361,1,0.81367
0,4.5102,3.125,0.5,1.361,1,0.50259
0,4.7143,3.125,0.5,-3.8174e-07,1,0.14768
0,4.9184,3.125,0.5,-3.8174e-07,1,0.0067206
0,5.1224,3.125,0.5,-3.8174e-07,1,0.41749
0,5.3265,3.125,0.5,1.775,1,1.3689
0,7.5306,3.125,0.5,1.775,1,1.9996
0,7.7347,3.125,0.5,-3.8174e-07,1,1.2618
0,7.9388,3.125,0.5,6.9147e-07,1,0.056012
0,8.1429,3.125,0.5,6.9147e-07,1,0.76122
0,8.3469,3.125,0.5,1.361,1,1.9998
0,6.551,3.125,0.5,1.361,1,0.5659
0,6.7551,3.125,0.5,-3.8174e-07,1,0.49724
0,6.9592,3.125,0.5,-3.8174e-07,1,1.9726
0,7.1633,3.125,0.5,-3.8174e-07,1,0.082027
0,7.3673,3.125,0.5,1.775,1,1.6341
0,9.5714,3.125,0.5,1.775,1,0.63144
0,9.7755,3.125,0.5,-3.8174e-07,1,1.2325
0,9.9796,3.125,0.5,1.8597e-06,1,0.74449
0,10.184,3.125,0.5,1.8597e-06,1,1.4338
0,10.388,3.125,0.5,1.361,1,0.2787
0,8.5918,3.125,0.5,1.361,1,1.971
0,8.7959,3.125,0.5,-3.8174e-07,1,0.098933
6.3151e+233,9,3.125,0.5,-3.8174e-07,1,1.2624
0,0,3.3333,0.5,1.361,1,1.2624
0,-0.79592,3.3333,0.5,1.6486,1,0.098933
0,-0.59184,3.3333,0.5,1.6285,1,1.971
0,-0.38776,3.3333,0.5,1.6285,1,0.2787
0,-0.18367,3.3333,0.5,1.6285,1,1.4338
0,0.020408,3.3333,0.5,1.6285,1,0.74449
0,0.22449,3.3333,0.5,1.6285,1,1.2325
0,0.42857,3.3333,0.5,1.6285,1,0.63144
0,0.63265,3.3333,0.5,1.6285,1,1.6341
0,0.83673,3.3333,0.5,2.0407,1,0.082027
0,3.0408,3.3333,0.5,2.0407,1,1.9726
0,3.2449,3.3333,0.5,1.6285,1,0.49724
0,3.449,3.3333,0.5,1.6285,1,0.5659
0,3.6531,3.3333,0.5,1.6285,1,1.9998
0,3.8571,3.3333,0.5,1.6285,1,0.76122
0,4.0612,3.3333,0.5,1.6285,1,0.056012
0,4.2653,3.3333,0.5,1.8424,1,1.2618
0,2.4694,3.3333,0.5,1.8424,1,1.9996
0,2.6735,3.3333,0.5,1.6285,1,1.3689
0,2.8776,3.3333,0.5,1.6285,1,0.41749
0,3.0816,3.3333,0.5,1.6285,1,0.0067206
0,3.2857,3.3333,0.5,2.0407,1,0.14768
0,5.4898,3.3333,0.5,2.0407,1,0.50259
0,5.6939,3.3333,0.5,1.6285,1,0.81367
0,5.898,3.3333,0.5,1.6285,1,0.97918
0,6.102,3.3333,0.5,1.6285,1,0.97918
0,6.3061,3.3333,0.5,1.8424,1,0.81367
0,4.5102,3.3333,0.5,1.8424,1,0.50259
0,4.7143,3.3333,0.5,1.6285,1,0.14768
0,4.9184,3.3333,0.5,1.6285,1,0.0067206
0,5.1224,3.3333,0.5,1.6285,1,0.41749
0,5.3265,3.3333,0.5,2.0407,1,1.3689
0,7.5306,3.3333,0.5,2.0407,1,1.9996
0,7.7347,3.3333,0.5,1.6285,1,1.2618
0,7.9388,3.3333,0.5,1.6285,1,0.056012
0,8.1429,3.3333,0.5,1.6285,1,0.76122
0,8.3469,3.3333,0.5,1.8424,1,1.9998
0,6.551,3.3333,0.5,1.8424,1,0.5659
0,6.7551,3.3333,0.5,1.6285,1,0.49724
0,6.9592,3.3333,0.5,1.6285,1,1.9726
0,7.1633,3.3333,0.5,1.6285,1,0.082027
0,7.3673,3.3333,0.5,2.0407,1,1.6341
0,9.5714,3.3333,0.5,2.0407,1,0.63144
0,9.7755,3.3333,0.5,1.6285,1,1.2325
0,9.9796,3.3333,0.5,1.6285,1,0.74449
0,10.184,3.3333,0.5,1.6285,1,1.4338
0,10.388,3.3333,0.5,1.8424,1,0.2787
0,8.5918,3.3333,0.5,1.8424,1,1.971
0,8.7959,3.3333,0.5,1.6285,1,0.098933
-4.3485e-21,9,3.3333,0.5,1.6285,1,1.2624
0,0,3.5417,0.5,1.775,1,1.2624
0,1.2041,3.5417,0.5,1.7998,1,0.098933
0,1.4082,3.5417,0.5,1.6285,1,1.971
0,1.6122,3.5417,0.5,1.6285,1,0.2787
0,1.8163,3.5417,0.5,1.6285,1,1.4338
0,2.0204,3.5417,0.5,1.6285,1,0.74449
0,2.2245,3.5417,0.5,1.6285,1,1.2325
0,2.4286,3.5417,0.5,1.6285,1,0.63144
0,2.6327,3.5417,0.5,1.6285,1,1.6341
0,2.8367,3.5417,0.5,1.8424,1,0.082027
0,1.0408,3.5417,0.5,1.8424,1,1.9726
0,1.2449,3.5417,0.5,1.6285,1,0.49724
0,1.449,3.5417,0.5,1.6285,1,0.5659
0,1.6531,3.5417,0.5,1.6285,1,1.9998
0,1.8571,3.5417,0.5,1.6285,1,0.76122
0,2.0612,3.5417,0.5,1.6285,1,0.056012
0,2.2653,3.5417,0.5,2.0407,1,1.2618
0,4.4694,3.5417,0.5,2.0407,1,1.9996
0,4.6735,3.5417,0.5,1.6285,1,1.3689
0,4.8776,3.5417,0.5,1.6285,1,0.41749
0,5.0816,3.5417,0.5,1.6285,1,0.0067206
0,5.2857,3.5417,0.5,1.8424,1,0.14768
0,3.4898,3.5417,0.5,1.8424,1,0.50259
0,3.6939,3.5417,0.5,1.6285,1,0.81367
0,3.898,3.5417,0.5,1.6285,1,0.97918
0,4.102,3.5417,0.5,1.6285,1,0.97918
0,4.3061,3.5417,0.5,2.0407,1,0.81367
0,6.5102,3.5417,0.5,2.0407,1,0.50259
0,6.7143,3.5417,0.5,1.6285,1,0.14768
0,6.9184,3.5417,0.5,1.6285,1,0.0067206
0,7.1224,3.5417,0.5,1.6285,1,0.41749
0,7.3265,3.5417,0.5,1.8424,1,1.3689
0,5.5306,3.5417,0.5,1.8424,1,1.9996
0,5.7347,3.5417,0.5,1.6285,1,1.2618
0,5.9388,3.5417,0.5,1.6285,1,0.056012
0,6.1429,3.5417,0.5,1.6285,1,0.76122
0,6.3469,3.5417,0.5,2.0407,1,1.9998
0,8.551,3.5417,0.5,2.0407,1,0.5659
0,8.7551,3.5417,0.5,1.6285,1,0.49724
0,8.9592,3.5417,0.5,1.6285,1,1.9726
0,9.1633,3.5417,0.5,1.6285,1,0.082027
0,9.3673,3.5417,0.5,1.8424,1,1.6341
0,7.5714,3.5417,0.5,1.8424,1,0.63144
0,7.7755,3.5417,0.5,1.6285,1,1.2325
0,7.9796,3.5417,0.5,1.6285,1,0.74449
0,8.1837,3.5417,0.5,1.6285,1,1.4338
0,8.3878,3.5417,0.5,2.0407,1,0.2787
0,10.592,3.5417,0.5,2.0407,1,1.971
0,10.796,3.5417,0.5,1.6285,1,0.098933
2.714e-158,11,3.5417,0.5,1.6285,1,1.2624
0,0,3.75,0.5,1.775,1,1.2624
0,1.2041,3.75,0.5,1.2384,1,0.098933
0,1.4082,3.75,0.5,-1.847e-07,1,1.971
0,1.6122,3.75,0.5,-1.847e-07,1,0.2787
0,1.8163,3.75,0.5,1.0725e-07,1,1.4338
0,2.0204,3.75,0.5,-1.847e-07,1,0.74449
0,2.2245,3.75,0.5,1.0725e-07,1,1.2325
0,2.4286,3.75,0.5,1.0725e-07,1,0.63144
0,2.6327,3.75,0.5,1.0725e-07,1,1.6341
0,2.8367,3.75,0.5,1.361,1,0.082027
0,1.0408,3.75,0.5,1.361,1,1.9726
0,1.2449,3.75,0.5,1.0725e-07,1,0.49724
0,1.449,3.75,0.5,1.0725e-07,1,0.5659
0,1.6531,3.75,0.5,-1.847e-07,1,1.9998
0,1.8571,3.75,0.5,-1.847e-07,1,0.76122
0,2.0612,3.75,0.5,3.993e-07,1,0.056012
0,2.2653,3.75,0.5,1.775,1,1.2618
0,4.4694,3.75,0.5,1.775,1,1.9996
0,4.6735,3.75,0.5,6.9147e-07,1,1.3689
0,4.8776,3.75,0.5,-3.8174e-07,1,0.41749
0,5.0816,3.75,0.5,-3.8174e-07,1,0.0067206
0,5.2857,3.75,0.5,1.361,1,0.14768
0,3.4898,3.75,0.5,1.361,1,0.50259
0,3.6939,3.75,0.5,1.0725e-07,1,0.81367
0,3.898,3.75,0.5,1.0725e-07,1,0.97918
0,4.102,3.75,0.5,-3.8174e-07,1,0.97918
0,4.3061,3.75,0.5,1.775,1,0.81367
0,6.5102,3.75,0.5,1.775,1,0.50259
0,6.7143,3.75,0.5,-3.8174e-07,1,0.14768
0,6.9184,3.75,0.5,-3.8174e-07,1,0.0067206
0,7.1224,3.75,0.5,-3.8174e-07,1,0.41749
0,7.3265,3.75,0.5,1.361,1,1.3689
0,5.5306,3.75,0.5,1.361,1,1.9996
0,5.7347,3.75,0.5,-3.8174e-07,1,1.2618
0,5.9388,3.75,0.5,-3.8174e-07,1,0.056012
0,6.1429,3.75,0.5,-3.8174e-07,1,0.76122
0,6.3469,3.75,0.5,1.775,1,1.9998
0,8.551,3.75,0.5,1.775,1,0.5659
0,8.7551,3.75,0.5,-3.8174e-07,1,0.49724
0,8.9592,3.75,0.5,-3.8174e-07,1,1.9726
0,9.1633,3.75,0.5,-3.8174e-07,1,0.082027
0,9.3673,3.75,0.5,1.361,1,1.6341
0,7.5714,3.75,0.5,1.361,1,0.63144
0,7.7755,3.75,0.5,-3.8174e-07,1,1.2325
0,7.9796,3.75,0.5,6.9147e-07,1,0.74449
0,8.1837,3.75,0.5,6.9147e-07,1,1.4338
0,8.3878,3.75,0.5,1.775,1,0.2787
0,10.592,3.75,0.5,1.775,1,1.971
0,10.796,3.75,0.5,-3.8174e-07,1,0.098933
4.2215e-317,11,3.75,0.5,-3.8174e-07,1,1.2624
0,0,3.9583,0.5,1.775,1,1.2624
0,1.2041,3.9583,0.5,1.2384,1,0.098933
0,1.4082,3.9583,0.5,-1.847e-07,1,1.971
0,1.6122,3.9583,0.5,-1.847e-07,1,0.2787
0,1.8163,3.9583,0.5,1.0725e-07,1,1.4338
0,2.0204,3.9583,0.5,-1.847e-07,1,0.74449
0,2.2245,3.9583,0.5,1.0725e-07,1,1.2325
0,2.4286,3.9583,0.5,1.0725e-07,1,0.63144
0,2.6327,3.9583,0.5,1.0725e-07,1,1.6341
0,2.8367,3.9583,0.5,1.361,1,0.082027
0,1.0408,3.9583,0.5,1.361,1,1.9726
0,1.2449,3.9583,0.5,1.0725e-07,1,0.49724
0,1.449,3.9583,0.5,1.0725e-07,1,0.5659
0,1.6531,3.9583,0.5,-1.847e-07,1,1.9998
0,1.8571,3.9583,0.5,-1.847e-07,1,0.76122
0,2.0612,3.9583,0.5,3.993e-07,1,0.056012
0,2.2653,3.9583,0.5,1.775,1,1.2618
0,4.4694,3.9583,0.5,1.775,1,1.9996
0,4.6735,3.9583,0.5,6.9147e-07,1,1.3689
0,4.8776,3.9583,0.5,-3.8174e-07,1,0.41749
0,5.0816,3.9583,0.5,-3.8174e-07,1,0.0067206
0,5.2857,3.9583,0.5,1.361,1,0.14768
0,3.4898,3.9583,0.5,1.361,1,0.50259
0,3.6939,3.9583,0.5,1.0725e-07,1,0.81367
